bookID,title,authors,language_code,num_pages,publication_date
4295,David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn,en-GB,96,5/20/2003
4300,Scar Tissue,Anthony Kiedis,eng,465,10/06/2004
4314,Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt,fre,85,6/13/2001
4315,Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,ara,349,3/15/2004
4325,Dreamland,Sarah Dessen,eng,250,05/11/2004
4326,End Game (Dreamland  #8),Dale Brown/Jim DeFelice,eng,432,10/31/2006
4329,H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,eng,260,02/02/2008
4331,Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,eng,375,07/02/2001
4332,Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,eng,405,7/26/2005
4337,The Zanzibar Chest,Aidan Hartley,eng,496,08/03/2004
4338,Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper,eng,212,5/23/2006
4339,Dispatches,Michael Herr,eng,260,08/06/1991
4341,Dispatch,Bentley Little,eng,386,10/04/2005
4346,Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,eng,174,09/04/2001
4352,Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,en-GB,32,05/07/2007
4359,How Much is That Guinea Pig in the Window?,Joanne Rocklin/Meredith Johnson,eng,48,10/01/1995
4360,My War Gone By  I Miss It So,Anthony Loyd,eng,336,02/01/2001
4362,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,eng,507,09/05/2000
4364,Maximum City: Bombay Lost and Found,Suketu Mehta,eng,542,9/27/2005
4370,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,eng,344,09/02/2000
4372,When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,eng,336,4/17/2001
4373,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,eng,238,04/04/2006
4382,Fahrenheit 451,Ray Bradbury/Christopher Hurt,eng,5,11/01/2005
4390,Los funerales de la Mamá Grande,Gabriel García Márquez,spa,160,02/07/2006
4394,Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,eng,288,01/08/2008
4397,The Grapes of Wrath,John Steinbeck/Robert DeMott/Mick Wiggins,eng,464,3/28/2006
4398,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek/CliffsNotes/John Steinbeck,eng,112,06/05/2000
4399,The Grapes of Wrath,John Steinbeck,eng,597,03/01/2001
4404,American Gods,Neil Gaiman,eng,635,06/01/2001
4405,American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,eng,399,04/04/2006
4407,American Gods (American Gods  #1),Neil Gaiman,eng,635,03/04/2005
4408,East of Eden,John Steinbeck,eng,601,6/18/2002
4411,Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,eng,575,07/01/1999
4415,East Of Eden,John Steinbeck,eng,691,01/01/1977
4417,Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,eng,112,12/29/2004
4418,The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,eng,615,10/06/2004
4424,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,eng,849,05/04/2004
4434,Sellevision,Augusten Burroughs,eng,229,01/01/2006
4435,Dry,Augusten Burroughs,eng,295,03/01/2005
4436,Running with Scissors,Augusten Burroughs,en-GB,320,11/04/2006
4451,People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,en-CA,272,01/02/1998
4454,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,eng,318,02/04/2003
4465,The Adventures of Sherlock Holmes,Arthur Conan Doyle,eng,189,01/01/2004
4472,A Prayer for Owen Meany,John Irving,eng,641,06/04/2002
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,eng,270,04/01/2003
4479,Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,eng,80,04/01/2000
4487,Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding,eng,422,11/18/1999
4488,Bridget Jones's Guide to Life,Helen Fielding,eng,64,04/01/2001
4515,Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,spa,279,10/01/2005
4519,A Framework for Understanding Poverty,Ruby K. Payne,eng,199,02/09/2006
4520,El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón,spa,230,11/21/2006
4524,The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,eng,403,10/28/2004
4525,Ruby for Rails: Ruby Techniques for Rails Developers,David A. Black/David Heinemeier Hansson,eng,493,05/11/2006
4540,About the B'nai Bagels,E.L. Konigsburg,eng,172,03/01/1985
4579,The Far Side of Evil,Sylvia Engdahl,eng,324,1/13/2005
4580,Enchantress from the Stars,Sylvia Engdahl/Lois Lowry,eng,304,2/24/2003
4583,Everything Is Illuminated,Jonathan Safran Foer,eng,276,8/23/2005
4584,Everything Is Illuminated,Jonathan Safran Foer,eng,276,06/05/2003
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,eng,326,04/04/2006
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,eng,344,5/30/2006
4593,Bioinformatics: Sequence and Genome Analysis,David W. Mount,eng,692,8/16/2004
4595,The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,eng,392,6/28/2005
4599,Carter Beats the Devil,Glen David Gold,eng,483,9/18/2002
4600,Moo  Baa  La La La!,Sandra Boynton,eng,14,09/06/2004
4601,Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin,eng,30,06/01/2003
4602,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,eng,40,08/08/2006
4605,Moo,Jane Smiley,fre,482,06/01/1999
4606,Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,eng,32,07/01/2002
4608,CliffsNotes on Heller's Catch-22,Charles A. Peek/CliffsNotes/Joseph Heller,eng,48,12/31/1975
4610,Catch-22,Joseph Heller,eng,519,10/06/1994
4620,Geisha,Liza Dalby,eng,367,10/01/1998
4623,Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick O'Hare,eng,224,04/05/2006
4624,Chronik eines angekündigten Todes,Gabriel García Márquez/Curt Meyer-Clason,ger,119,08/01/2002
4625,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,eng,650,08/03/1998
4626,Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,eng,97,10/13/2006
4627,For Whom The Bell Tolls,Ernest Hemingway,en-GB,490,05/05/2005
4631,A Moveable Feast,Ernest Hemingway,eng,192,09/06/2012
4633,Islands in the Stream,Ernest Hemingway,eng,448,7/22/2003
4637,Berlin Blues,Sven Regener/John Brownjohn,eng,247,11/04/2004
4641,The Short Stories,Ernest Hemingway,eng,464,7/25/2002
4642,Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,eng,185,01/01/2005
4651,The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,eng,4,05/08/2001
4653,Until I Find You,John Irving,eng,928,08/01/2006
4654,The Imaginary Girlfriend,John Irving,eng,208,12/03/2002
4656,The Fourth Hand,John Irving,eng,368,4/29/2003
4657,The Water-Method Man,John Irving,eng,272,6/23/1997
4658,Setting Free the Bears,John Irving,eng,304,6/23/1997
4660,The 158-Pound Marriage,John Irving,eng,176,6/23/1997
4662,The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,eng,800,4/15/1998
4664,A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,eng,528,05/03/1995
4666,On Authorship,F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,eng,203,09/01/1996
4669,The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,eng,328,9/24/2004
4670,Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,en-GB,400,6/28/2001
4673,The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,eng,144,11/25/2003
4674,The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,eng,6,10/01/2002
4675,The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,eng,4,3/13/2002
4676,Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes,eng,96,06/05/2000
4677,The Great Gatsby,F. Scott Fitzgerald,eng,188,1/13/1994
4680,Limitations (Kindle County Legal Thriller #7),Scott Turow,eng,208,11/14/2006
4681,Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,eng,553,11/01/2003
4682,The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,eng,817,09/01/1997
4683,Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,eng,528,12/01/2000
4685,One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,eng,288,09/01/1997
4686,Ultimate Punishment,Scott Turow,eng,176,08/01/2004
4692,The Physician (Cole Family Trilogy  #1),Noah Gordon,eng,720,07/01/2001
4693,Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,eng,448,05/01/1997
4695,The Rabbi,Noah Gordon,eng,448,08/12/1987
4696,The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,eng,352,8/15/2000
4698,The Frequencies,Noah Eli Gordon,eng,81,01/01/2003
4700,Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,spa,768,6/30/2006
4703,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,eng,60,04/11/2006
4704,Ocean Star Express,Mark Haddon/Peter   Sutton,eng,32,07/01/2002
4714,The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,spa,520,2/19/1978
4717,This Side of Paradise (Paradise  #1),Steven L. Layne,eng,224,3/31/2005
4723,Trimalchio,F. Scott Fitzgerald/James L.W. West III,eng,214,4/25/2002
4738,Souvenir of Canada 2,Douglas Coupland,eng,144,05/10/2004
4739,Souvenir of Canada,Douglas Coupland,eng,144,07/01/2002
4742,The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,eng,272,10/15/2005
4745,World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,eng,256,10/17/1995
4746,Master Index: An Illustrated Guide,Time-Life Books,eng,175,09/01/1993
4752,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,eng,166,3/24/1998
4764,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell/John    Batchelor,eng,400,8/27/2002
4767,Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,eng,150,4/21/1999
4777,Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,eng,224,10/15/1995
4796,The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,eng,336,8/26/2008
4799,Cannery Row,John Steinbeck,eng,181,02/05/2002
4801,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,eng,1088,09/01/1996
4802,Tortilla Flat,John Steinbeck,en-GB,154,09/07/2000
4803,The Log from the Sea of Cortez,John Steinbeck/Richard Astro,eng,288,1/18/2001
4805,The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,eng,224,10/01/2003
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,eng,192,10/01/2005
4808,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,eng,32,09/01/2003
4812,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,eng,437,10/01/1996
4813,1421: The Year China Discovered America,Gavin Menzies,eng,650,01/01/2004
4817,Dr. Desirable,Kristi Gold,eng,192,1/25/2002
4820,Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,eng,461,05/09/2006
4824,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,eng,796,10/23/2003
4829,Before The Mayflower A History of Black America,Lerone Bennett Jr.,eng,70,05/01/1984
4830,Shalimar the Clown,Salman Rushdie,eng,398,10/10/2006
4832,Midnight's Children,Salman Rushdie,eng,463,04/08/1982
4835,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,eng,224,8/27/1999
4836,Fury,Salman Rushdie,eng,272,09/05/2002
4845,Code Complete,Steve McConnell,eng,914,6/19/2004
4864,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,eng,538,6/15/1998
4866,How to Stop Worrying and Start Living,Dale Carnegie,eng,358,10/05/2004
4870,How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,eng,224,01/02/1990
4873,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,eng,256,05/01/1995
4887,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,eng,144,7/22/2008
4888,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,eng,118,06/01/1983
4894,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,eng,96,02/07/2002
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,eng,240,02/01/2005
4900,Heart of Darkness,Joseph Conrad,eng,188,10/01/2003
4906,Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,eng,225,9/25/2003
4907,Heart of Darkness,Joseph Conrad,eng,132,05/01/2003
4909,Teacher Man (Frank McCourt  #3),Frank McCourt,eng,272,9/19/2006
4916,Angela's Ashes,Frank McCourt,eng,224,12/17/1998
4921,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,eng,185,10/01/1994
4922,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,eng,144,6/16/2006
4924,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,eng,272,03/01/2005
4925,Three Men in a Boat,Jerome K. Jerome,eng,178,3/25/2004
4926,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,eng,400,11/25/1999
4929,Kafka on the Shore,Haruki Murakami/Philip Gabriel,eng,467,01/03/2006
4933,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,eng,736,06/01/1999
4934,The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,eng,796,6/14/2002
4935,The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,eng,1013,2/27/2003
4936,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,eng,796,09/03/1991
4938,The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,eng,16,05/01/2005
4940,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,eng,720,7/25/2004
4942,CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,en-GB,96,01/10/2003
4943,Hungry Planet,Peter Menzel/Faith D'Aluisio,eng,288,10/01/2005
4944,The Very Hungry Caterpillar,Eric Carle,eng,13,3/23/1994
4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,eng,32,09/01/1996
4947,One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,eng,32,9/27/1999
4950,The Hungry Tide,Amitav Ghosh,eng,333,06/07/2006
4951,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,eng,224,09/01/1993
4952,What Is the What,Dave Eggers,eng,475,10/18/2006
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,eng,485,2/13/2001
4954,You Shall Know Our Velocity!,Dave Eggers,eng,401,07/01/2003
4955,How We Are Hungry,Dave Eggers,eng,224,10/11/2005
4956,How We Are Hungry: Stories,Dave Eggers,eng,218,10/13/2004
4963,Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,eng,32,10/01/2004
4964,Love You Until--,Lisa McCourt/Cyd Moore,eng,32,12/03/2005
4965,Year of Wonders,Geraldine Brooks,eng,358,4/30/2002
4966,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,eng,224,9/26/2006
4978,Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,eng,931,02/01/2006
4979,A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,eng,160,1/16/2007
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,eng,275,01/12/1999
4983,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,eng,258,12/19/2002
4986,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,eng,80,5/22/2001
4987,Jailbird,Kurt Vonnegut Jr.,eng,310,01/12/1999
4988,Fates Worse Than Death,Kurt Vonnegut Jr.,eng,240,09/01/1992
4989,The Red Tent,Anita Diamant,eng,336,11/01/2005
4990,Inside the Red Tent,Sandra Hack Polaski,eng,100,07/01/2006
4991,Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,eng,88,09/07/2004
4997,La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,fre,313,3/16/2002
4999,Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,eng,776,9/29/2006
5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,eng,397,03/01/2001
5005,Berlin: The Downfall  1945,Antony Beevor,eng,489,01/01/2002
5008,El azul de la virgen,Tracy Chevalier,spa,411,10/01/2004
5015,Saturday,Ian McEwan,eng,289,04/11/2006
5027,I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,eng,32,09/01/2004
5051,A Dangerous Fortune,Ken Follett,eng,596,2/19/1999
5053,The Man From St. Petersburg,Ken Follett,eng,320,06/03/2003
5055,Night Over Water,Ken Follett,eng,448,04/06/2004
5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,en-GB,319,08/09/2005
5061,La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,spa,324,12/01/2006
5062,Jackdaws,Ken Follett,eng,416,12/05/2006
5065,Whiteout,Ken Follett/David Tennant,eng,4,09/01/2006
5066,Jackdaws,Ken Follett,eng,496,11/26/2002
5069,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,eng,208,12/12/2006
5071,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,eng,208,6/13/2006
5073,Gunnm Last Order  Tome 01,Yukito Kishiro,fre,200,11/27/2002
5077,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,eng,240,09/04/1997
5084,My Life in France,Julia Child/Alex Prud'Homme,eng,336,04/04/2006
5089,A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,eng,624,10/05/2010
5094,The Drawing of the Three (The Dark Tower  #2),Stephen King,eng,463,08/05/2003
5102,The Handmaid's Tale,Margaret Atwood/Valerie Martin,eng,350,10/17/2006
5104,The Handmaid's Tale,Margaret Atwood,en-GB,308,09/01/2009
5107,The Catcher in the Rye,J.D. Salinger,eng,277,1/30/2001
5111,The Catcher in the Rye - Barron's Book Notes,Barron's,eng,120,10/01/1984
5113,Franny and Zooey,J.D. Salinger,eng,201,1/30/2001
5114,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,eng,256,1/30/2001
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,eng,187,05/04/2004
5129,Brave New World,Aldous Huxley,eng,288,09/01/1998
5130,Island,Aldous Huxley,eng,354,7/30/2002
5131,The Perennial Philosophy,Aldous Huxley,eng,336,4/13/2004
5132,Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,eng,320,03/01/2003
5134,Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,eng,304,04/01/1999
5135,Point Counter Point,Aldous Huxley,eng,432,10/01/1996
5136,After Many a Summer Dies the Swan,Aldous Huxley,eng,368,01/01/1993
5137,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,en-GB,281,02/01/2000
5139,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,eng,432,5/30/2006
5144,Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,en-GB,96,3/30/2002
5148,A Separate Peace,John Knowles/David Levithan,eng,208,9/30/2003
5157,Black and Blue,Anna Quindlen,eng,288,8/25/2010
5158,A Virtuous Woman,Kaye Gibbons,eng,165,11/05/1997
5159,Here on Earth,Alice Hoffman,eng,336,07/01/1999
5160,The Heart of a Woman,Maya Angelou,eng,288,5/17/1997
5161,The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,eng,464,10/01/1999
5167,Cane River,Lalita Tademy,eng,522,04/01/2002
5168,Where the Heart Is,Billie Letts,eng,376,06/01/1998
5169,Oprah Winfrey,Katherine E. Krohn,eng,128,01/01/2002
5171,Drowning Ruth,Christina Schwarz,eng,368,7/31/2001
5174,Fall on Your Knees,Ann-Marie MacDonald,eng,672,10/29/2002
5175,What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,eng,244,11/01/1998
5176,While I Was Gone,Sue Miller,eng,304,05/12/2000
5179,Mother of Pearl,Melinda Haynes,eng,465,06/01/2000
5186,Breath  Eyes  Memory,Edwidge Danticat,eng,234,5/18/1998
5187,The Book of Ruth,Jane Hamilton,eng,328,12/01/1989
5190,Open House,Elizabeth Berg,eng,272,05/01/2001
5191,The Pilot's Wife,Anita Shreve,eng,304,3/30/1999
5196,Tara Road,Maeve Binchy,eng,648,7/18/2000
5197,A Lesson Before Dying,Ernest J. Gaines,eng,256,9/28/1997
5198,Paradise,Toni Morrison,eng,318,04/01/1999
5202,The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,eng,40,09/01/1997
5203,She's Come Undone,Wally Lamb,eng,465,6/28/1998
5204,We Were the Mulvaneys,Joyce Carol Oates,eng,454,09/01/1997
5205,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,en-GB,400,12/03/1999
5207,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,eng,399,10/06/1999
5209,The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,eng,40,09/01/1997
5210,The Good Earth (House of Earth  #1),Pearl S. Buck,eng,357,9/15/2004
5211,A Fine Balance,Rohinton Mistry,eng,603,11/30/2001
5212,The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood,eng,40,09/01/1997
5213,White Oleander,Janet Fitch,eng,480,05/01/2000
5214,Cry  the Beloved Country,Alan Paton,eng,316,11/01/2003
5215,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,eng,458,1/20/2004
5216,Song of Solomon,Toni Morrison,eng,337,09/01/1987
5217,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,eng,417,02/01/2006
5219,The Bluest Eye,Toni Morrison,eng,216,4/27/2000
5220,The Poisonwood Bible,Barbara Kingsolver,eng,546,10/01/1999
5230,Vergeef me,Wally Lamb/Inge de Heer,nl,744,07/01/2001
5237,The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,eng,432,10/17/2006
5240,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,eng,304,2/23/1999
5249,Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,eng,274,05/08/2001
5255,Collected Stories  1891-1910,Edith Wharton/Maureen Howard,eng,928,1/29/2001
5261,A Backward Glance,Edith Wharton/Louis Auchincloss,eng,385,7/15/1998
5272,The Best Short Stories of Edith Wharton,Edith Wharton,eng,300,4/16/2004
5289,Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,eng,1270,08/04/2003
5294,Oscar Wilde,Richard Ellmann,eng,736,11/05/1988
5296,An Ideal Husband,Oscar Wilde,eng,78,02/05/2001
5297,The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,eng,272,06/01/2004
5304,De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,eng,252,8/26/1976
5305,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,eng,94,06/01/2006
5306,Travels with Charley: In Search of America,John Steinbeck,eng,214,02/05/2002
5307,Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,eng,909,09/01/1994
5308,The Pearl,John Steinbeck,eng,96,01/08/2002
5309,The Life and Times of Scrooge McDuck,Don Rosa,eng,266,06/01/2005
5310,The Life and Times of Scrooge McDuck Companion,Don Rosa,eng,208,9/19/2006
5314,The Last Christmas of Ebenezer Scrooge,Marvin Kaye,eng,168,09/01/2004
5316,Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,eng,64,11/07/2006
5319,A Christmas Story,Jean Shepherd,eng,144,10/28/2003
5321,My First Story of Christmas,Tim Dowley/Roger Langton,eng,24,09/01/2004
5322,The Christmas Story,Jane Werner Watson/Eloise Wilkin,eng,24,08/01/2000
5327,A Christmas Carol,Charles Dickens/P.J. Lynch,en-CA,160,09/12/2006
5328,A Christmas Carol,Charles Dickens,eng,112,01/01/2012
5330,The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,eng,266,11/17/2004
5332,Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,eng,56,10/11/2000
5337,Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,eng,1347,03/12/2002
5338,A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,eng,288,10/30/2003
5342,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,eng,128,11/09/1999
5344,Hard Times,Charles Dickens,eng,353,10/19/2003
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,eng,360,10/10/2006
5346,The Last Juror,John Grisham,eng,278,4/25/2006
5348,The Testament,John Grisham/Jorma-Veikko Sappinen,eng,535,12/28/1999
5349,The Rainmaker,John Grisham,eng,419,9/27/2005
5350,The Partner,John Grisham,eng,416,4/26/2005
5351,The Street Lawyer,John Grisham,eng,384,4/26/2005
5352,The Summons,John Grisham,eng,384,9/27/2005
